timestep,alt_70km,alt_75km,alt_80km,alt_85km,alt_90km,alt_95km,alt_100km,alt_105km,alt_110km,alt_115km,alt_120km,alt_125km,alt_130km,alt_135km,alt_140km,alt_145km,alt_150km,alt_155km,alt_160km,alt_165km,alt_170km,alt_175km,alt_180km,alt_185km,alt_190km,alt_195km,alt_200km,alt_205km,alt_210km,alt_215km,alt_220km,alt_225km,alt_230km,alt_235km,alt_240km,alt_245km,alt_250km,alt_255km,alt_260km,alt_265km,alt_270km,alt_275km,alt_280km,alt_285km,alt_290km,alt_295km,alt_300km
3300,315.219,147.213,65.418,28.1409,11.5932,4.51724,1.73759,0.634858,0.254181,0.117956,0.0652439,0.0376523,0.0240437,0.0160567,0.0115527,0.00880279,0.00659661,0.00520091,0.00425578,0.00343629,0.00287627,0.00242833,0.00201442,0.0017523,0.00147874,0.00134989,0.00114672,0.000992785,0.000875479,0.000775412,0.000690073,0.000613933,0.000535971,0.000503556,0.000438739,0.000396024,0.000366601,0.000325873,0.000292656,0.000261099,0.000238729,0.000217226,0.000199907,0.000182032,0.000169446,0.000155406,0.000145393
3400,316.511,147.367,65.3284,28.2069,11.6199,4.53913,1.73844,0.635475,0.255085,0.117974,0.0652534,0.0378104,0.0240301,0.0161348,0.011536,0.00875698,0.00659635,0.00519824,0.00426694,0.00343445,0.00287295,0.00243546,0.00201385,0.00175359,0.00147642,0.00135128,0.00114191,0.000988212,0.00087617,0.000776518,0.000689676,0.000613066,0.000538118,0.000503535,0.00043941,0.000395201,0.000367329,0.000325052,0.000291598,0.000261877,0.000239188,0.000217151,0.000199549,0.000181723,0.000169772,0.000155756,0.000145555
3500,316.465,147.643,65.1626,28.2835,11.6607,4.53754,1.73765,0.633628,0.254669,0.118111,0.0656303,0.0377691,0.0240824,0.0161454,0.0115832,0.00876734,0.00659861,0.00519516,0.00427816,0.00343346,0.00287556,0.00243633,0.00201385,0.00174947,0.00148091,0.00134714,0.00113876,0.000989444,0.000876187,0.000777073,0.000691117,0.000612165,0.000538049,0.000502183,0.000441557,0.000394697,0.000366546,0.000325107,0.000291864,0.000262045,0.000239511,0.000217274,0.000199609,0.000182081,0.000169346,0.000155492,0.000145665
3600,317,148.379,65.2056,28.3459,11.6892,4.56597,1.7407,0.637568,0.254688,0.117929,0.0656461,0.0376203,0.0240859,0.0161865,0.0116012,0.00879497,0.00659213,0.00518854,0.0042667,0.00344098,0.00286919,0.00243075,0.00201938,0.00174809,0.00147761,0.00134561,0.00113462,0.000983989,0.000878206,0.000779486,0.000688629,0.00061156,0.00054003,0.000503124,0.000441598,0.000396622,0.000365887,0.000325442,0.000291778,0.00026225,0.000239489,0.000218229,0.000198592,0.000181841,0.000169191,0.000155391,0.000145078
3700,317.873,148.409,65.3478,28.3576,11.7426,4.58572,1.74366,0.636656,0.254414,0.117851,0.0657513,0.0375967,0.0240259,0.0161737,0.011591,0.00885669,0.00658942,0.00519046,0.00424879,0.0034416,0.00286316,0.00242897,0.00201506,0.00174549,0.00148134,0.00134351,0.00113388,0.000984271,0.000878167,0.000775442,0.000689216,0.000610076,0.000539888,0.000502686,0.000439808,0.000394794,0.00036544,0.000325432,0.000293303,0.000261236,0.000238634,0.000217414,0.000198989,0.000181512,0.000169459,0.000155085,0.000145429
3800,317.294,148.912,65.4917,28.3506,11.7823,4.5989,1.74257,0.636876,0.255602,0.117974,0.0656862,0.0375788,0.0240692,0.0162282,0.0115946,0.00887699,0.0066059,0.00519226,0.00424992,0.00345472,0.00287044,0.00242343,0.0020131,0.00174236,0.0014782,0.00133757,0.00113206,0.000983534,0.000880112,0.000776091,0.000686563,0.000610481,0.000539259,0.000503531,0.000439284,0.000395224,0.000364985,0.000326722,0.000294,0.000260957,0.000239068,0.000217646,0.000199219,0.000181149,0.000169857,0.000154991,0.000144916
3900,318.351,149.404,65.5274,28.3743,11.8087,4.59595,1.74513,0.636793,0.256588,0.11804,0.0659303,0.0376776,0.0240612,0.0162741,0.0116008,0.00885888,0.00662136,0.0051898,0.00424182,0.00345443,0.00287809,0.00242852,0.00201141,0.0017397,0.00147724,0.00133552,0.00112763,0.00098237,0.000875628,0.000775667,0.000687537,0.000610774,0.000538821,0.000504398,0.000439818,0.000396185,0.000364232,0.000327281,0.000295308,0.000262687,0.00023909,0.000218358,0.000199256,0.000180742,0.000169269,0.000155643,0.000145124
4000,318.793,149.986,65.6404,28.3619,11.8206,4.60109,1.74389,0.636878,0.257072,0.118105,0.0657525,0.0376052,0.0240777,0.0162547,0.0115946,0.00886717,0.00658494,0.00518414,0.0042366,0.00346106,0.00287669,0.00242577,0.00200704,0.00173805,0.00147381,0.00133126,0.00112932,0.000982901,0.000877068,0.000773467,0.000687153,0.000611164,0.000540021,0.000504352,0.000439687,0.000397116,0.000364885,0.000327397,0.000295499,0.000261607,0.000239423,0.000217855,0.0001994,0.000180582,0.000168672,0.00015619,0.000145333
4100,318.699,150.246,65.7662,28.4492,11.8015,4.62839,1.74529,0.636631,0.257402,0.118483,0.0661091,0.0375831,0.024054,0.0162892,0.0115552,0.00884661,0.00657493,0.00518167,0.00422743,0.00346171,0.00287841,0.00242883,0.00201072,0.00173781,0.00147526,0.00133452,0.00113296,0.000982963,0.000876093,0.000774032,0.000686945,0.000611866,0.000540665,0.000504058,0.000440107,0.000398294,0.000363941,0.000328029,0.000294934,0.000261751,0.000239853,0.000217005,0.000199487,0.000179852,0.000168298,0.000155342,0.00014557
4200,319.355,149.967,65.7908,28.5382,11.8496,4.63912,1.74408,0.635927,0.257942,0.118619,0.0660602,0.0375077,0.0239936,0.0162846,0.0115863,0.00881806,0.0065729,0.00519032,0.0042329,0.00345685,0.00286805,0.00241745,0.00201438,0.0017364,0.00147364,0.00133604,0.00113086,0.000985725,0.000875639,0.000775014,0.000686367,0.000611723,0.000539766,0.000503809,0.000440775,0.000398664,0.000364318,0.000327659,0.000295483,0.000261613,0.000240481,0.000217419,0.000199501,0.000180033,0.000168489,0.000154976,0.000145529
4300,319.353,149.862,66.0224,28.5976,11.8681,4.6587,1.74265,0.634117,0.257438,0.118344,0.0661614,0.0374725,0.0240295,0.016293,0.0115643,0.00882193,0.0065504,0.00517882,0.00423385,0.00344515,0.00286331,0.00242322,0.0020217,0.00173391,0.00147648,0.00133998,0.00113794,0.000982703,0.000877205,0.000776733,0.000685757,0.000610592,0.000540185,0.000502813,0.000441449,0.000398202,0.000363785,0.000326929,0.000295703,0.000262249,0.000240013,0.00021687,0.00019904,0.000179847,0.000168391,0.000155283,0.000145739
4400,320.94,150.313,65.9503,28.6258,11.8878,4.6712,1.74392,0.635778,0.256917,0.118586,0.0659616,0.0373939,0.0239724,0.0162408,0.0116051,0.00884777,0.00656155,0.00515843,0.00425185,0.00345009,0.00286284,0.00242655,0.00202363,0.0017298,0.00147504,0.00134183,0.00113615,0.000981845,0.00087704,0.000776408,0.000685521,0.000610591,0.000539707,0.000503282,0.000439916,0.00039723,0.000363215,0.000326129,0.000295927,0.00026099,0.000240185,0.000217236,0.000199239,0.000179899,0.000168491,0.000155033,0.000146013
4500,320.968,150.808,65.9392,28.6514,11.8837,4.67701,1.75059,0.63635,0.256903,0.118792,0.0657626,0.0373718,0.0239121,0.0162641,0.0116196,0.00881314,0.00657549,0.00516993,0.00423798,0.00344098,0.00286551,0.00241636,0.00202884,0.00173682,0.00146952,0.00133803,0.00113618,0.000979072,0.000875221,0.000774374,0.000685676,0.000611382,0.000539019,0.000503096,0.000439875,0.000396435,0.000363102,0.000325667,0.000296215,0.000260293,0.000239312,0.000217758,0.000199619,0.00017956,0.000168851,0.000155656,0.000145791
4600,321.526,150.507,66.0751,28.6951,11.9404,4.69566,1.75298,0.637428,0.257221,0.118843,0.0658234,0.0375479,0.0239701,0.0162458,0.0116111,0.00882673,0.006554,0.00518582,0.0042367,0.00343158,0.00287543,0.00241241,0.00203598,0.001737,0.00146916,0.00133582,0.00113803,0.000981167,0.000871887,0.000772818,0.000683227,0.000611113,0.000537817,0.00050209,0.000440996,0.000395482,0.000362458,0.000325226,0.000295587,0.000261158,0.00023968,0.000217752,0.000199875,0.000179962,0.000169162,0.000155351,0.000145579
4700,321.676,150.362,65.9716,28.804,11.9666,4.71497,1.75498,0.637086,0.257116,0.11863,0.0657599,0.0374999,0.0239998,0.016251,0.0116599,0.00879425,0.00656565,0.00518727,0.00423808,0.00344074,0.00288237,0.00242081,0.00203774,0.00173785,0.00147118,0.00133508,0.00113536,0.000981692,0.000873643,0.000769186,0.000682294,0.000611468,0.000537332,0.000501863,0.000440354,0.000395707,0.000363015,0.00032364,0.000296316,0.000260857,0.000239951,0.000217562,0.00020014,0.000180311,0.000169481,0.000155271,0.000145877
4800,322.265,150.521,65.9267,28.9082,11.9796,4.72361,1.75842,0.63796,0.25789,0.118698,0.0656229,0.0375325,0.0239951,0.0162222,0.0116421,0.00880776,0.00655668,0.00518197,0.00424511,0.00345049,0.00287865,0.00241645,0.00204049,0.00173967,0.00147554,0.00133232,0.00113204,0.000979211,0.000874187,0.000770562,0.000683174,0.000611962,0.000538048,0.000501859,0.000442283,0.00039495,0.00036336,0.000322683,0.000296129,0.00026068,0.000240183,0.000217126,0.000200357,0.000180145,0.000168879,0.00015463,0.000145253
4900,322.668,150.926,65.8616,29.0072,11.9801,4.73382,1.75857,0.639632,0.258067,0.118631,0.0655702,0.0374486,0.023997,0.0162328,0.011605,0.00878705,0.00655482,0.00516948,0.00425171,0.00345743,0.00287578,0.00242436,0.0020388,0.00173469,0.00147384,0.00132829,0.00113062,0.000976765,0.000874343,0.000770025,0.000683339,0.00061137,0.000539333,0.000500668,0.000443552,0.000395082,0.000363601,0.0003223,0.000295631,0.000260561,0.000240383,0.000217242,0.000200394,0.000180038,0.000168571,0.000154627,0.000145159
5000,323.124,150.886,65.8714,29.0158,11.9876,4.73641,1.7562,0.639521,0.257967,0.11871,0.0656325,0.0374262,0.0239776,0.0162277,0.011606,0.00878961,0.00657859,0.00518305,0.0042572,0.00345607,0.00287334,0.00242015,0.00204064,0.00173277,0.00147221,0.0013307,0.00112889,0.000978142,0.000873583,0.000769723,0.000683371,0.000612123,0.000538371,0.000500072,0.000443873,0.000395359,0.000363181,0.000321493,0.000296133,0.00026119,0.000240734,0.000217685,0.000200242,0.000180112,0.000168472,0.000154172,0.000145468
