timestep,alt_70km,alt_75km,alt_80km,alt_85km,alt_90km,alt_95km,alt_100km,alt_105km,alt_110km,alt_115km,alt_120km,alt_125km,alt_130km,alt_135km,alt_140km,alt_145km,alt_150km,alt_155km,alt_160km,alt_165km,alt_170km,alt_175km,alt_180km,alt_185km,alt_190km,alt_195km,alt_200km,alt_205km,alt_210km,alt_215km,alt_220km,alt_225km,alt_230km,alt_235km,alt_240km,alt_245km,alt_250km,alt_255km,alt_260km,alt_265km,alt_270km,alt_275km,alt_280km,alt_285km,alt_290km,alt_295km,alt_300km
4100,5771.03,2709.74,1249.11,549.254,229.759,94.8213,36.5502,13.5861,5.35276,2.50742,1.34366,0.7592,0.470494,0.313866,0.222766,0.163975,0.125613,0.0976344,0.0772439,0.0635317,0.0519156,0.0430361,0.0363274,0.0310504,0.0266291,0.0230536,0.0199011,0.0172665,0.0152543,0.013556,0.0118949,0.0105441,0.00936645,0.00836168,0.0074479,0.00670804,0.00606501,0.00539993,0.00495572,0.00450017,0.00411082,0.00371559,0.00338996,0.00310156,0.00281027,0.00260938,0.00236948
4200,5744.28,2708.1,1247.61,548.345,229.529,94.6736,36.5729,13.5905,5.33898,2.50463,1.34079,0.759464,0.470209,0.313743,0.223172,0.164348,0.125915,0.0976573,0.0771381,0.0635746,0.051835,0.0430776,0.03636,0.0310939,0.0266326,0.0229791,0.0199081,0.0172695,0.0152228,0.0135605,0.0118926,0.0105164,0.00934137,0.00836103,0.0074528,0.00669939,0.00605392,0.00539696,0.0049549,0.00449404,0.00410419,0.00371329,0.00338451,0.00309792,0.00281212,0.00260981,0.00237337
4300,5727.59,2705.02,1243.12,547.044,229.295,94.5403,36.5976,13.5773,5.32868,2.50897,1.33907,0.75975,0.469812,0.313951,0.223303,0.164433,0.126184,0.0979041,0.0770838,0.0635377,0.0518885,0.0430981,0.0363938,0.0311296,0.0267341,0.0230052,0.0199047,0.017294,0.0152061,0.0135238,0.0119012,0.0105099,0.00934709,0.00835511,0.00746464,0.00671112,0.00605718,0.00538863,0.00496198,0.00449089,0.00411096,0.00371318,0.00338052,0.00310704,0.00282106,0.00261132,0.00237387
4400,5711.87,2703.93,1239.09,546.672,228.989,94.2675,36.5779,13.5634,5.33357,2.50726,1.33805,0.758187,0.469299,0.313877,0.223218,0.16422,0.125835,0.0980884,0.0771301,0.0635255,0.0518784,0.0430719,0.0363901,0.03112,0.0267636,0.0230286,0.0199206,0.0173194,0.0152197,0.0135011,0.0118936,0.0105187,0.00933533,0.00834306,0.00746923,0.00671039,0.00605358,0.00539659,0.00496395,0.00449272,0.00411048,0.00370983,0.0033807,0.00310097,0.00282278,0.00261287,0.00237239
4500,5712.89,2699.61,1236.91,545.476,228.712,93.9531,36.5723,13.5806,5.33805,2.51,1.33839,0.757754,0.468869,0.31388,0.223179,0.164293,0.126063,0.098052,0.0772603,0.0635412,0.0519389,0.0430981,0.036457,0.0311676,0.0267829,0.023017,0.0199895,0.0173345,0.0152106,0.0134809,0.0119122,0.0105138,0.00934659,0.00832921,0.00746662,0.00671052,0.00605359,0.00540257,0.00497167,0.0044877,0.00411287,0.00370591,0.00338984,0.00310309,0.00282691,0.00260944,0.00237419
4600,5714.69,2696.92,1235.96,545.199,228.274,93.7581,36.5245,13.5631,5.34551,2.50938,1.33749,0.757977,0.468848,0.313885,0.222919,0.164423,0.125987,0.0979587,0.0774642,0.0635917,0.0518847,0.0430854,0.0363625,0.0311147,0.0267665,0.0230128,0.0199596,0.0173443,0.0151872,0.0134695,0.0118953,0.0104981,0.00935346,0.0083277,0.00747099,0.00670594,0.00605446,0.00540267,0.00497206,0.00449673,0.00411141,0.00371679,0.00339255,0.00310297,0.00282636,0.00260696,0.00237547
4700,5716.45,2698.08,1233.48,544.053,227.829,93.5707,36.5115,13.5516,5.35231,2.50686,1.33627,0.75806,0.469375,0.314194,0.223067,0.164266,0.125973,0.0980507,0.0775078,0.0635475,0.051795,0.0431226,0.0363385,0.0311323,0.0267081,0.0230226,0.0199553,0.0173318,0.0151918,0.0134717,0.0118912,0.0104998,0.00934696,0.00832523,0.00747362,0.00671048,0.00603902,0.0054039,0.00496951,0.00449691,0.00411473,0.0037158,0.00339158,0.0031034,0.00282951,0.0026128,0.0023768
4800,5713.55,2696.1,1229.94,544.217,227.49,93.6404,36.4816,13.5278,5.33614,2.50526,1.33648,0.758343,0.469193,0.31399,0.222914,0.164356,0.126203,0.0981468,0.0776047,0.0635448,0.0518023,0.0431019,0.0363678,0.0310905,0.0267086,0.0229988,0.0199671,0.017328,0.0151761,0.0134594,0.0118822,0.0104861,0.00934434,0.00833726,0.00747834,0.00672149,0.00604204,0.00540006,0.00498358,0.0044977,0.00411796,0.00371357,0.00338534,0.00310591,0.00283361,0.00261503,0.0023779
4900,5718.41,2695.07,1227.91,543.335,227.41,93.4586,36.4297,13.4973,5.34096,2.50414,1.3376,0.758983,0.469534,0.314035,0.223338,0.164589,0.126126,0.098307,0.0776939,0.0635408,0.0518062,0.0429895,0.0363813,0.0310421,0.0266743,0.0229625,0.0199875,0.0173537,0.0151773,0.0134315,0.0119088,0.0104981,0.00933895,0.0083235,0.00747753,0.00671697,0.00603902,0.00539881,0.00498347,0.00449771,0.0041125,0.00371529,0.00338504,0.00310869,0.00283524,0.00261294,0.00237363
5000,5717.36,2695.27,1226.32,542.036,227.103,93.3625,36.463,13.4977,5.33175,2.5025,1.33761,0.759962,0.470312,0.314473,0.223531,0.164651,0.12607,0.0983035,0.0778123,0.0634983,0.0517464,0.0429897,0.036397,0.0310578,0.0266293,0.0229773,0.0199652,0.017349,0.0151898,0.013439,0.0119087,0.0105076,0.00934582,0.00832572,0.00746971,0.00672239,0.00603105,0.00539648,0.00498158,0.00450261,0.00410824,0.00371714,0.0033819,0.00310873,0.00283535,0.0026146,0.00237372
