timestep,alt_70km,alt_75km,alt_80km,alt_85km,alt_90km,alt_95km,alt_100km,alt_105km,alt_110km,alt_115km,alt_120km,alt_125km,alt_130km,alt_135km,alt_140km,alt_145km,alt_150km,alt_155km,alt_160km,alt_165km,alt_170km,alt_175km,alt_180km,alt_185km,alt_190km,alt_195km,alt_200km,alt_205km,alt_210km,alt_215km,alt_220km,alt_225km,alt_230km,alt_235km,alt_240km,alt_245km,alt_250km,alt_255km,alt_260km,alt_265km,alt_270km,alt_275km,alt_280km,alt_285km,alt_290km,alt_295km,alt_300km
1700,328.087,170.193,105.73,45.1393,19.5109,6.48664,1.63952,0.708066,0.265952,0.153973,0.0909469,0.0600568,0.038275,0.0262004,0.0211915,0.0164372,0.0125079,0.0101722,0.00842076,0.00695484,0.00563355,0.00524878,0.00445597,0.00384761,0.00349398,0.00291939,0.00263127,0.00222837,0.00207764,0.00185962,0.00155784,0.0014856,0.001296,0.00115361,0.00107015,0.000934749,0.000865796,0.000764692,0.000719633,0.000683906,0.000606173,0.000546979,0.0005039,0.00047231,0.000427424,0.000387,0.000358421
1800,324.649,170.404,104.538,45.819,19.4518,6.55459,1.70119,0.705347,0.27241,0.156176,0.0894595,0.0599874,0.0384695,0.0264731,0.0208182,0.0162392,0.0124932,0.0101559,0.00833936,0.00683803,0.00560739,0.00520762,0.00441435,0.00381942,0.00344721,0.00290092,0.00260858,0.00218816,0.00207654,0.00183944,0.00156268,0.00147484,0.00129261,0.00116768,0.0010783,0.000945408,0.000870894,0.000774089,0.000723894,0.00068876,0.000609176,0.000558952,0.000507079,0.000470715,0.000432909,0.00038459,0.000356487
1900,329.086,172.885,103.186,46.3116,19.539,6.5938,1.72788,0.703996,0.278358,0.156866,0.0887473,0.0596698,0.0377865,0.0261509,0.0207076,0.0161946,0.0123481,0.0100803,0.00833268,0.00679755,0.00557492,0.00526071,0.00438546,0.00376159,0.00344334,0.00290094,0.00263415,0.00219602,0.00206456,0.00183216,0.00157181,0.00149652,0.00128717,0.00116038,0.00107699,0.000936073,0.000864926,0.000783168,0.00071971,0.000687157,0.000608496,0.00056197,0.000505211,0.000468568,0.000434798,0.000379049,0.000356517
2000,333.931,172.841,102.419,46.0882,19.9097,6.7008,1.75121,0.704377,0.277987,0.155876,0.0868624,0.0589579,0.0380914,0.0263172,0.0207474,0.0159665,0.0122954,0.010072,0.00841826,0.0068475,0.00561434,0.00522049,0.00438762,0.00378053,0.00344742,0.00289492,0.00260641,0.00222094,0.00204306,0.00181067,0.00156807,0.00149218,0.00128448,0.00115676,0.00108694,0.000943828,0.000869765,0.000786799,0.00072579,0.000684933,0.000610326,0.0005611,0.00050482,0.000473179,0.000432591,0.000380243,0.000358705
2100,334.422,172.37,101.94,46.4258,19.9688,6.81553,1.79205,0.709662,0.278967,0.154625,0.0879394,0.0588899,0.0377256,0.0261696,0.0206554,0.0159101,0.0123976,0.0100735,0.00857522,0.00689782,0.0056519,0.00520691,0.00435971,0.00379423,0.0034141,0.00286818,0.00261591,0.00222246,0.00202609,0.00179935,0.00158723,0.00150004,0.00127746,0.00115282,0.00107057,0.000945751,0.000870935,0.000788846,0.00072476,0.00068297,0.000614623,0.000559826,0.000503801,0.000476372,0.000434832,0.000381283,0.000360978
2200,340.417,173.049,101.746,46.4402,20.3572,6.89005,1.83929,0.718143,0.280961,0.155091,0.0880708,0.0589138,0.0382263,0.0259427,0.0204991,0.0158347,0.01247,0.0101003,0.00859585,0.00682443,0.00565767,0.00514799,0.00432724,0.00380599,0.00343356,0.00287819,0.00263068,0.00225738,0.00204832,0.00182022,0.00160752,0.00149346,0.0012888,0.00115417,0.00106547,0.000944264,0.000871025,0.000785517,0.000721925,0.00067886,0.000614827,0.000557493,0.000501604,0.000477373,0.000435452,0.000376728,0.000357059
2300,340.961,171.832,100.792,46.4755,20.549,7.10872,1.89387,0.706116,0.276568,0.152774,0.0889925,0.0589894,0.038146,0.0259359,0.0204382,0.015799,0.0123846,0.010136,0.008507,0.00686701,0.00577758,0.0051176,0.00429167,0.0038235,0.00341714,0.00288643,0.00263489,0.00225678,0.00205334,0.00182459,0.00161221,0.00148794,0.00128874,0.00115749,0.00106544,0.000951704,0.000875358,0.000784599,0.000723044,0.00068676,0.000613991,0.000558736,0.0005005,0.00047654,0.000435502,0.00037571,0.00035684
2400,343.13,173.922,101.81,46.463,20.6941,7.23997,1.91847,0.715813,0.281374,0.152658,0.0887577,0.0590018,0.0379264,0.0258081,0.0205017,0.0156662,0.0124069,0.0100732,0.00857009,0.00686689,0.00578132,0.00513671,0.00426821,0.00380678,0.00341281,0.00287539,0.0026371,0.00224867,0.0020607,0.00182148,0.00161613,0.00148953,0.00130321,0.00116477,0.00107894,0.000959359,0.00087893,0.000785298,0.000722606,0.000690714,0.000618697,0.000566308,0.000502039,0.00047691,0.000436222,0.000376462,0.000355252
2500,343.573,174.942,100.963,46.3768,20.9002,7.3684,1.98815,0.708278,0.278244,0.15313,0.0899407,0.0579609,0.0374084,0.0258128,0.0206119,0.0155655,0.0123735,0.0099606,0.00846189,0.00684758,0.00573742,0.00504296,0.00425915,0.00378679,0.00341555,0.00288969,0.00265991,0.00225875,0.00204381,0.00180062,0.00163032,0.00150421,0.00131551,0.00117267,0.0010778,0.00095919,0.000873665,0.000791561,0.000720618,0.000688609,0.000613608,0.000564166,0.000503787,0.00047904,0.000435243,0.000377806,0.000356169
2600,342.378,176.945,101.507,46.408,20.8256,7.56059,2.02387,0.704935,0.277893,0.153264,0.0896318,0.0582206,0.0372455,0.0260571,0.0202757,0.0155255,0.0124086,0.0100222,0.0084472,0.00690904,0.00572556,0.00501502,0.00424423,0.00380258,0.00341308,0.00288913,0.00266132,0.00229979,0.00202949,0.00179579,0.00163442,0.00151074,0.00132525,0.00117979,0.00109007,0.000972981,0.000880191,0.000795292,0.000723946,0.000684905,0.000605264,0.000565019,0.000499246,0.000475675,0.000434194,0.000375945,0.000353124
2700,340.878,179.159,101.703,46.5307,21.039,7.64866,2.05642,0.707677,0.277677,0.151478,0.0909691,0.0584717,0.0376363,0.026022,0.0203129,0.0155207,0.0125257,0.00998614,0.00848365,0.00692612,0.00572415,0.0050519,0.00424552,0.0038455,0.00339838,0.00290869,0.0026782,0.0022983,0.00202088,0.00180168,0.00163565,0.0015045,0.00131634,0.00117548,0.00110788,0.000975577,0.000880232,0.000797594,0.000720366,0.000686676,0.000608449,0.000565285,0.000500338,0.000475341,0.000436051,0.000379733,0.000355608
2800,340.736,179.815,101.8,46.9644,21.3412,7.76997,2.09798,0.697274,0.27793,0.151923,0.0903168,0.0588863,0.0377783,0.0261016,0.020488,0.0155041,0.0125897,0.0100168,0.00848427,0.0069082,0.00577303,0.00508331,0.00424045,0.00386229,0.00341787,0.0029024,0.00268283,0.00232632,0.00202289,0.00179833,0.0016372,0.0014994,0.00131109,0.00117895,0.0011099,0.000977148,0.000875515,0.000795641,0.000719074,0.000688008,0.000607102,0.000565991,0.000499256,0.000476027,0.000435516,0.000380755,0.000355511
2900,342.622,181.384,102.446,47.3785,21.4331,7.83673,2.12949,0.696383,0.278669,0.152378,0.0901236,0.0583443,0.0377802,0.0262715,0.0206771,0.0155433,0.0125991,0.00996438,0.00853593,0.00691997,0.00579817,0.00510382,0.00420782,0.00386465,0.00338048,0.00288025,0.00267898,0.00232699,0.00202602,0.00179279,0.0016248,0.00149703,0.00130485,0.0011764,0.00110324,0.000972855,0.000876713,0.000796204,0.000728065,0.000690933,0.00061035,0.000566209,0.000502491,0.000477412,0.000437653,0.000380861,0.000356549
3000,344.31,183.23,102.621,47.5383,21.5632,7.8895,2.16368,0.699361,0.279362,0.150852,0.0900738,0.0588831,0.0379828,0.0265208,0.0206379,0.015565,0.0125561,0.0100365,0.00856326,0.00695442,0.00580341,0.00505856,0.00419799,0.00388541,0.00336426,0.00290289,0.00267292,0.00234966,0.00203054,0.00179164,0.00162439,0.00150094,0.00130499,0.00117917,0.00110384,0.000975478,0.000880463,0.000801361,0.000730255,0.000692532,0.000614672,0.00056388,0.000501361,0.000477323,0.000436498,0.000379154,0.000357327
3100,343.773,184.923,103.108,47.9381,21.7884,7.95225,2.20027,0.710407,0.280164,0.15056,0.088818,0.0588399,0.0380433,0.0265734,0.0206652,0.0156579,0.0125683,0.0100143,0.0085234,0.00695837,0.00585949,0.00503689,0.00422569,0.00391788,0.00336548,0.00290448,0.00267753,0.00233594,0.00202553,0.00179224,0.00162116,0.00150298,0.00130354,0.0011865,0.00110294,0.000975391,0.000878524,0.000802493,0.000729705,0.00069023,0.000608417,0.000564409,0.000501751,0.000480745,0.000433302,0.000381054,0.000357151
3200,345.766,184.68,104.129,48.1561,21.8323,8.03236,2.27484,0.723564,0.282169,0.149141,0.0884174,0.0586583,0.038134,0.0265715,0.0208028,0.0155937,0.0126024,0.0100259,0.00845658,0.00697257,0.00583487,0.00504823,0.00424448,0.00390153,0.00337242,0.00291304,0.00268209,0.00232641,0.0020323,0.00180979,0.00162656,0.00149371,0.001304,0.00118206,0.00109588,0.000971864,0.000882149,0.000804008,0.000732848,0.000691075,0.000609147,0.000565335,0.000505152,0.000480904,0.000433592,0.0003816,0.000358344
3300,347.368,186.966,104.722,48.1094,21.8621,8.12018,2.31079,0.719178,0.284956,0.147749,0.0885534,0.0590346,0.0377772,0.0266252,0.0207224,0.0155246,0.0126167,0.0100527,0.00845309,0.00701836,0.00580614,0.00506878,0.00426102,0.00387311,0.00340805,0.00293968,0.00269176,0.00231989,0.00203555,0.00182461,0.00162421,0.00149673,0.00129834,0.00117811,0.00110036,0.000970164,0.000880828,0.000802201,0.00072745,0.000690811,0.000607252,0.000559819,0.000500407,0.000479537,0.000430946,0.000381261,0.000357371
3400,347.993,188.788,104.54,48.3052,21.9244,8.24177,2.33454,0.727136,0.287159,0.147894,0.088381,0.0591883,0.0379627,0.0266918,0.020725,0.0155274,0.0125624,0.00998768,0.00841027,0.00706195,0.00582263,0.00507094,0.0042594,0.00388096,0.00340679,0.00295679,0.00271203,0.00231826,0.00203055,0.0018347,0.00164036,0.00149933,0.00129361,0.00117375,0.00109187,0.000974061,0.000878558,0.000795031,0.000727835,0.000691351,0.00060431,0.000558457,0.000499949,0.000482512,0.000432873,0.000380539,0.000356198
3500,348.617,190.149,104.336,48.4461,22.0453,8.3248,2.37826,0.728131,0.284033,0.147512,0.0886077,0.0587911,0.0379116,0.0266456,0.0206452,0.0154416,0.0126226,0.0100034,0.0084354,0.00705453,0.00577761,0.00510455,0.00427062,0.00389326,0.00339725,0.00297949,0.0027004,0.00230965,0.00203226,0.00184164,0.00164081,0.0015117,0.00129707,0.00117258,0.00108973,0.00097579,0.000881915,0.000788434,0.00072361,0.000690994,0.000604386,0.00055742,0.0005012,0.000483395,0.00043139,0.00038223,0.000358253
3600,349.624,190.399,104.042,48.5986,22.1282,8.43772,2.40651,0.72567,0.28362,0.148415,0.088011,0.0588189,0.0379704,0.0266308,0.0206778,0.0152967,0.0125767,0.0100491,0.0085289,0.00710133,0.00579692,0.00509867,0.0042461,0.00386889,0.00339674,0.00297313,0.00270175,0.00230417,0.00202762,0.00184256,0.00164274,0.00150514,0.00129748,0.00117044,0.00109036,0.000981176,0.000883354,0.00079158,0.000725285,0.000697515,0.000606825,0.000557954,0.000500701,0.000479248,0.000430873,0.000384451,0.000357382
3700,352.559,190.841,104.422,48.6368,22.237,8.52302,2.45122,0.723478,0.283817,0.148546,0.0886604,0.058685,0.0378163,0.026596,0.0205708,0.0153984,0.0125594,0.0100685,0.00849733,0.00708563,0.00583513,0.00509193,0.00425206,0.00387589,0.00340337,0.00297076,0.00270141,0.00228651,0.0020209,0.00183341,0.00163985,0.00150047,0.00130328,0.00117276,0.00109388,0.000983215,0.000878749,0.000791332,0.000725044,0.000698565,0.000605777,0.000558819,0.000500962,0.000477399,0.000431827,0.000385074,0.000357271
3800,352.278,191.08,104.195,48.6022,22.2864,8.63234,2.49511,0.725515,0.285534,0.149196,0.0899974,0.0587175,0.0377954,0.0264941,0.0206547,0.0154267,0.0125625,0.0100564,0.00850199,0.00710918,0.00582266,0.00510722,0.00425434,0.00388954,0.00338688,0.00295127,0.00271441,0.00229031,0.0020299,0.00184574,0.00164209,0.00149918,0.0013088,0.00117025,0.00109626,0.000986762,0.000876741,0.000788722,0.00072229,0.000697749,0.0006021,0.000558474,0.000501408,0.000477755,0.000433319,0.000382783,0.000356754
3900,353.412,191.738,103.974,49.1559,22.3497,8.61613,2.51089,0.719083,0.284473,0.149339,0.0901069,0.058801,0.0378108,0.026414,0.0206387,0.0154697,0.0125155,0.0101079,0.00846143,0.00707013,0.0058503,0.00510183,0.0042494,0.00387789,0.00338771,0.00295897,0.00271906,0.00228594,0.0020401,0.00184464,0.0016444,0.00149809,0.00130433,0.00117331,0.00108915,0.000981253,0.000879584,0.000787132,0.00072172,0.000699541,0.000607438,0.000558767,0.000502174,0.000478624,0.000435683,0.000384175,0.000357041
4000,353.666,192.066,104.371,49.5899,22.561,8.70483,2.56139,0.71686,0.284076,0.148991,0.0904084,0.0586924,0.0379088,0.0266085,0.0205445,0.0155454,0.0125322,0.0100432,0.00847048,0.00710215,0.00583709,0.00509499,0.00425215,0.00388652,0.0033816,0.00297476,0.00271231,0.0022907,0.00203592,0.00184519,0.00164034,0.00150116,0.00130634,0.00117322,0.00109794,0.000984576,0.000878394,0.000791828,0.000722039,0.000700095,0.000608488,0.000559853,0.00050205,0.000477244,0.000436607,0.000382013,0.000356699
4100,356.142,192.795,104.766,49.6603,22.7217,8.77965,2.59354,0.726111,0.284504,0.148862,0.0909817,0.0583149,0.0377314,0.0265778,0.0206148,0.0155694,0.0125425,0.010091,0.00845702,0.00708335,0.00582223,0.00512227,0.00426349,0.00390494,0.00338282,0.00297985,0.00272344,0.00229328,0.00204469,0.00184484,0.00165556,0.00150255,0.00131326,0.00118213,0.00110157,0.000984865,0.000883725,0.000793015,0.00072653,0.000696886,0.000609683,0.000562382,0.000502105,0.000475162,0.000436086,0.000382437,0.000357236
4200,360.967,193.702,104.857,49.7638,22.8998,8.8052,2.6262,0.730289,0.285003,0.149055,0.0911569,0.0583645,0.0378171,0.0266431,0.0205759,0.0155575,0.0124637,0.0100916,0.00844535,0.00706881,0.00580721,0.00511471,0.00428086,0.00391109,0.00338292,0.00295735,0.00271499,0.0022872,0.00203392,0.00185423,0.00165665,0.00150132,0.00131115,0.00118566,0.00110347,0.000981967,0.00088634,0.000793589,0.000728033,0.000697516,0.000614409,0.000563939,0.000501992,0.000476395,0.000434741,0.000382289,0.000356182
4300,360.809,193.589,105.415,50.0324,23.0257,8.86074,2.66107,0.732818,0.285087,0.149437,0.0912835,0.0579195,0.0379371,0.0266586,0.0207183,0.0155436,0.0124665,0.0100791,0.00848572,0.00708236,0.00578978,0.00512882,0.00430838,0.00390877,0.00338876,0.0029779,0.00269858,0.00229524,0.00203447,0.00184335,0.00165999,0.00150854,0.00130507,0.001186,0.00110034,0.00097563,0.000881344,0.00079258,0.000729479,0.00069542,0.000612316,0.000564867,0.000501559,0.000477708,0.000434552,0.000381169,0.000355987
4400,363.288,194.3,105.635,50.2262,23.1722,8.89313,2.70302,0.735774,0.285113,0.148863,0.0914894,0.058107,0.0378294,0.0267134,0.02093,0.0155313,0.0124663,0.0100584,0.00846921,0.00706179,0.00579122,0.0051132,0.00431584,0.00391814,0.00339015,0.00297889,0.00270283,0.00228591,0.0020373,0.00184194,0.00165985,0.00151239,0.00130197,0.00118504,0.00109759,0.000976285,0.000880417,0.000791068,0.000728465,0.00069538,0.000610744,0.000564522,0.000504848,0.000477735,0.000433016,0.000380712,0.000355729
4500,364.369,195.676,105.603,50.2033,23.2237,8.92686,2.7349,0.741656,0.28474,0.148867,0.0914594,0.0588442,0.0380109,0.0266209,0.0207698,0.0155354,0.0124241,0.0101089,0.00842483,0.00703549,0.00580615,0.00512406,0.0043177,0.00393391,0.0033833,0.00296863,0.00269087,0.00228686,0.00203198,0.00184532,0.00166003,0.00151691,0.0013001,0.00118491,0.00109437,0.000975042,0.000883947,0.000790922,0.000729089,0.000695583,0.000607694,0.000565363,0.000504261,0.000477536,0.000432522,0.000381876,0.000356436
4600,366.762,196.932,105.001,49.9936,23.1922,8.96883,2.7731,0.749704,0.286162,0.148253,0.0913162,0.0590425,0.0378313,0.0263792,0.0206812,0.0155045,0.0124073,0.0100573,0.00843376,0.00702881,0.00583033,0.00510911,0.00430527,0.00391598,0.00339227,0.00295218,0.00268477,0.00228957,0.0020492,0.00184459,0.00165973,0.00152183,0.00129973,0.00118374,0.00109162,0.000974072,0.000880708,0.000793617,0.000725903,0.000696972,0.000604537,0.000567324,0.000506531,0.000477021,0.000432833,0.000382961,0.000355397
4700,368.215,196.492,105.303,50.0278,23.2105,9.04722,2.798,0.753776,0.28571,0.14875,0.0910323,0.0589139,0.0378089,0.0263138,0.0207684,0.0155398,0.0124328,0.0100412,0.0085089,0.00706815,0.00585658,0.00510295,0.00429251,0.00392731,0.00338609,0.00298233,0.00267528,0.00228841,0.00204065,0.00184712,0.00165574,0.00151965,0.00130375,0.00118187,0.00109413,0.000976374,0.000882035,0.000797457,0.000727705,0.000696625,0.00060311,0.000563207,0.000508174,0.000477103,0.000433145,0.000382935,0.000355243
4800,369.815,197.258,105.164,50.0702,23.1718,9.09753,2.83893,0.764969,0.285886,0.149035,0.0911288,0.0584624,0.0374227,0.0263092,0.0208421,0.0155726,0.0124303,0.00995654,0.0084857,0.00707861,0.00588429,0.00513457,0.00430411,0.00392374,0.00340521,0.00297914,0.00267782,0.00229809,0.00204896,0.00185109,0.00165774,0.00151848,0.00130873,0.0011813,0.00108977,0.000977925,0.000881737,0.000800087,0.000727751,0.000697653,0.000603887,0.000564255,0.000506992,0.000476771,0.000431759,0.000383547,0.000355135
4900,373.589,197.941,105.242,49.9216,23.1822,9.16589,2.86158,0.77875,0.285138,0.148867,0.0911985,0.0585757,0.0375812,0.0261916,0.0208537,0.0156048,0.012473,0.00992786,0.00845698,0.00706139,0.0059148,0.00515575,0.00429418,0.00393059,0.00339093,0.00296991,0.00266823,0.00229389,0.00204272,0.00185537,0.00164985,0.0015136,0.00130507,0.00117899,0.00108713,0.000978463,0.0008783,0.000798817,0.000726906,0.000695554,0.000606205,0.000561084,0.000504432,0.000478001,0.000430273,0.000383976,0.000355167
5000,374.228,198.019,105.78,50.0097,23.2679,9.26065,2.89376,0.784921,0.284053,0.149677,0.0910367,0.0586738,0.0375324,0.0262991,0.0209084,0.0156207,0.0124552,0.00990855,0.00851405,0.00711392,0.00591725,0.00516295,0.00430636,0.00392745,0.00339784,0.00298355,0.00266654,0.00229217,0.00204349,0.00185676,0.00165291,0.00151445,0.00130495,0.00118053,0.00108248,0.000981062,0.000882091,0.000798122,0.000730691,0.000696116,0.000607473,0.000560547,0.000505865,0.000477162,0.000428607,0.000383391,0.000355806
