# IRI ion data (2026-06-22T17:00:00 UTC, lat=38.983 lon=-76.850)
# Altitude_km ne Ti Te nO+ nO2+ nNO+ nN+
2.830000e+02 7.814552e+11 8.399071e+02 2.116819e+03 7.745229e+11 7.341210e+08 9.527571e+08 4.809927e+09
2.840000e+02 7.768157e+11 8.413303e+02 2.123689e+03 7.700205e+11 6.993906e+08 9.093771e+08 4.775886e+09
2.850000e+02 7.721466e+11 8.427535e+02 2.130559e+03 7.654825e+11 6.663453e+08 8.681328e+08 4.742487e+09
2.860000e+02 7.674436e+11 8.441768e+02 2.137428e+03 7.609053e+11 6.349022e+08 8.289110e+08 4.709693e+09
2.870000e+02 7.627108e+11 8.456000e+02 2.144299e+03 7.562785e+11 6.057672e+08 7.930526e+08 4.686609e+09
2.880000e+02 7.579478e+11 8.470233e+02 2.151169e+03 7.515828e+11 5.798410e+08 7.622319e+08 4.685797e+09
2.890000e+02 7.531582e+11 8.484465e+02 2.158039e+03 7.468589e+11 5.550215e+08 7.326081e+08 4.684218e+09
2.900000e+02 7.483391e+11 8.498698e+02 2.164909e+03 7.421039e+11 5.312616e+08 7.041358e+08 4.681878e+09
2.910000e+02 7.434956e+11 8.512930e+02 2.171779e+03 7.373226e+11 5.085150e+08 6.767684e+08 4.678785e+09
2.920000e+02 7.386303e+11 8.527162e+02 2.178648e+03 7.325181e+11 4.867391e+08 6.504640e+08 4.674954e+09
2.930000e+02 7.337404e+11 8.541394e+02 2.185519e+03 7.276875e+11 4.658934e+08 6.251809e+08 4.670376e+09
2.940000e+02 7.288280e+11 8.555627e+02 2.192388e+03 7.228332e+11 4.459376e+08 6.008806e+08 4.665077e+09
2.950000e+02 7.238970e+11 8.569859e+02 2.199258e+03 7.179587e+11 4.268337e+08 5.775219e+08 4.659066e+09
2.960000e+02 7.189481e+11 8.584091e+02 2.206128e+03 7.130655e+11 4.085463e+08 5.550729e+08 4.652337e+09
2.970000e+02 7.139812e+11 8.598323e+02 2.212998e+03 7.081528e+11 3.910402e+08 5.334967e+08 4.644906e+09
2.980000e+02 7.089982e+11 8.612556e+02 2.219868e+03 7.032228e+11 3.742825e+08 5.127591e+08 4.636783e+09
2.990000e+02 7.039997e+11 8.626788e+02 2.226738e+03 6.982765e+11 3.582409e+08 4.928276e+08 4.627985e+09
3.000000e+02 6.989886e+11 8.641020e+02 2.233607e+03 6.843518e+11 0.000000e+00 0.000000e+00 1.374849e+10
