# Altitude_km Temperature_K Density_kg_m3 Pressure_Pa Pressure_Torr Orbital_Velocity_m_s Number_Density_per_m3 n_N2 n_O2 n_O n_He n_Ar n_N
1.307200e+02 5.531627e+02 6.567633e-09 1.042844e-03 7.821994e-06 7.825658e+03 1.365473e+17 9.678953e+16 7.733557e+15 6.137879e+16 2.275214e+13 3.480245e+14 1.670979e+13
1.311800e+02 5.600739e+02 6.333320e-09 1.018203e-03 7.637170e-06 7.825381e+03 1.316757e+17 9.311783e+16 7.332384e+15 5.983245e+16 2.240638e+13 3.310035e+14 1.735573e+13
1.316400e+02 5.669308e+02 6.110878e-09 9.944689e-04 7.459151e-06 7.825105e+03 1.270509e+17 8.963670e+16 6.956772e+15 5.834554e+16 2.207213e+13 3.150276e+14 1.802066e+13
1.321000e+02 5.737334e+02 5.899546e-09 9.715973e-04 7.287599e-06 7.824828e+03 1.226571e+17 8.633351e+16 6.604762e+15 5.691559e+16 2.174900e+13 3.000221e+14 1.870483e+13
1.325600e+02 5.804822e+02 5.698640e-09 9.495497e-04 7.122228e-06 7.824552e+03 1.184801e+17 8.319745e+16 6.274658e+15 5.553936e+16 2.143640e+13 2.859124e+14 1.940843e+13
1.330200e+02 5.871781e+02 5.507438e-09 9.282758e-04 6.962659e-06 7.824275e+03 1.145048e+17 8.021664e+16 5.964786e+15 5.421399e+16 2.113378e+13 2.726338e+14 2.013171e+13
1.334800e+02 5.938206e+02 5.325395e-09 9.077466e-04 6.808678e-06 7.823999e+03 1.107200e+17 7.738236e+16 5.673692e+15 5.293735e+16 2.084078e+13 2.601293e+14 2.087479e+13
1.339400e+02 6.004110e+02 5.151902e-09 8.879199e-04 6.659965e-06 7.823723e+03 1.071129e+17 7.468455e+16 5.400027e+15 5.170685e+16 2.055694e+13 2.483418e+14 2.163799e+13
1.344000e+02 6.069494e+02 4.986476e-09 8.687678e-04 6.516313e-06 7.823446e+03 1.036735e+17 7.211546e+16 5.142546e+15 5.052057e+16 2.028168e+13 2.372224e+14 2.242135e+13
1.348600e+02 6.134362e+02 4.828614e-09 8.502554e-04 6.377457e-06 7.823170e+03 1.003914e+17 6.966703e+16 4.900097e+15 4.937610e+16 2.001484e+13 2.267258e+14 2.322506e+13
1.353200e+02 6.198719e+02 4.677865e-09 8.323523e-04 6.243172e-06 7.822894e+03 9.725723e+16 6.733200e+16 4.671677e+15 4.827134e+16 1.975596e+13 2.168077e+14 2.404935e+13
1.357800e+02 6.262567e+02 4.533835e-09 8.150337e-04 6.113272e-06 7.822618e+03 9.426270e+16 6.510369e+16 4.456312e+15 4.720509e+16 1.950466e+13 2.074314e+14 2.489422e+13
1.362400e+02 6.325910e+02 4.396115e-09 7.982697e-04 5.987531e-06 7.822341e+03 9.139940e+16 6.297582e+16 4.253100e+15 4.617493e+16 1.926066e+13 1.985608e+14 2.575994e+13
1.367000e+02 6.388755e+02 4.264367e-09 7.820389e-04 5.865790e-06 7.822065e+03 8.866023e+16 6.094276e+16 4.061241e+15 4.517961e+16 1.902364e+13 1.901614e+14 2.664648e+13
1.371600e+02 6.451106e+02 4.138238e-09 7.663148e-04 5.747849e-06 7.821789e+03 8.603788e+16 5.899884e+16 3.879967e+15 4.421745e+16 1.879333e+13 1.822038e+14 2.755401e+13
1.376200e+02 6.512963e+02 4.017443e-09 7.510794e-04 5.633574e-06 7.821513e+03 8.352644e+16 5.713946e+16 3.708629e+15 4.328708e+16 1.856941e+13 1.746607e+14 2.848266e+13
1.380800e+02 6.574335e+02 3.901682e-09 7.363109e-04 5.522801e-06 7.821237e+03 8.111965e+16 5.535978e+16 3.546574e+15 4.238710e+16 1.835166e+13 1.675052e+14 2.943245e+13
1.385400e+02 6.635220e+02 3.790677e-09 7.219875e-04 5.415366e-06 7.820961e+03 7.881176e+16 5.365541e+16 3.393219e+15 4.151598e+16 1.813979e+13 1.607122e+14 3.040330e+13
1.390000e+02 6.695628e+02 3.684182e-09 7.080924e-04 5.311144e-06 7.820685e+03 7.659762e+16 5.202231e+16 3.247991e+15 4.067267e+16 1.793364e+13 1.542610e+14 3.139536e+13
1.394600e+02 6.755562e+02 3.581956e-09 6.946072e-04 5.209996e-06 7.820409e+03 7.447224e+16 5.045656e+16 3.110411e+15 3.985601e+16 1.773285e+13 1.481308e+14 3.240876e+13
1.399200e+02 6.815020e+02 3.483786e-09 6.815161e-04 5.111805e-06 7.820133e+03 7.243120e+16 4.895474e+16 2.979988e+15 3.906499e+16 1.753735e+13 1.423017e+14 3.344312e+13
1.403800e+02 6.874012e+02 3.389467e-09 6.688047e-04 5.016461e-06 7.819857e+03 7.047024e+16 4.751369e+16 2.856283e+15 3.829838e+16 1.734690e+13 1.367560e+14 3.449874e+13
1.408400e+02 6.932537e+02 3.298794e-09 6.564550e-04 4.923831e-06 7.819581e+03 6.858505e+16 4.613001e+16 2.738872e+15 3.755527e+16 1.716133e+13 1.314771e+14 3.557547e+13
1.413000e+02 6.990602e+02 3.211588e-09 6.444540e-04 4.833816e-06 7.819305e+03 6.677195e+16 4.480080e+16 2.627410e+15 3.683471e+16 1.698039e+13 1.264507e+14 3.667312e+13
1.417600e+02 7.048210e+02 3.127681e-09 6.327889e-04 4.746320e-06 7.819029e+03 6.502745e+16 4.352351e+16 2.521494e+15 3.613572e+16 1.680396e+13 1.216638e+14 3.779175e+13
1.422200e+02 7.105366e+02 3.046911e-09 6.214465e-04 4.661244e-06 7.818754e+03 6.334815e+16 4.229542e+16 2.420838e+15 3.545758e+16 1.663183e+13 1.171028e+14 3.893116e+13
1.426800e+02 7.162070e+02 2.969123e-09 6.104136e-04 4.578491e-06 7.818478e+03 6.173087e+16 4.111413e+16 2.325126e+15 3.479928e+16 1.646393e+13 1.127557e+14 4.009124e+13
1.431400e+02 7.218330e+02 2.894179e-09 5.996801e-04 4.497983e-06 7.818202e+03 6.017272e+16 3.997736e+16 2.234055e+15 3.416030e+16 1.630001e+13 1.086082e+14 4.127180e+13
1.436000e+02 7.274146e+02 2.821942e-09 5.892337e-04 4.419628e-06 7.817926e+03 5.867083e+16 3.888298e+16 2.147370e+15 3.353970e+16 1.614002e+13 1.046508e+14 4.247204e+13
1.440600e+02 7.329523e+02 2.752272e-09 5.790614e-04 4.343329e-06 7.817651e+03 5.722234e+16 3.782911e+16 2.064829e+15 3.293605e+16 1.598377e+13 1.008731e+14 4.369112e+13
1.445200e+02 7.384465e+02 2.685044e-09 5.691515e-04 4.268999e-06 7.817375e+03 5.582460e+16 3.681355e+16 1.986191e+15 3.234898e+16 1.583111e+13 9.726446e+13 4.492855e+13
1.449800e+02 7.438973e+02 2.620144e-09 5.594944e-04 4.196564e-06 7.817099e+03 5.447528e+16 3.583480e+16 1.911239e+15 3.177733e+16 1.568197e+13 9.381636e+13 4.618408e+13
1.454400e+02 7.493054e+02 2.557472e-09 5.500819e-04 4.125965e-06 7.816824e+03 5.317227e+16 3.489098e+16 1.839761e+15 3.122101e+16 1.553618e+13 9.051951e+13 4.745730e+13
1.459000e+02 7.546708e+02 2.496919e-09 5.409031e-04 4.057118e-06 7.816548e+03 5.191330e+16 3.398039e+16 1.771582e+15 3.067930e+16 1.539369e+13 8.736669e+13 4.874778e+13
1.463600e+02 7.599943e+02 2.438403e-09 5.319531e-04 3.989987e-06 7.816272e+03 5.069670e+16 3.310172e+16 1.706512e+15 3.015178e+16 1.525435e+13 8.434995e+13 5.005543e+13
1.468200e+02 7.652759e+02 2.381829e-09 5.232222e-04 3.924500e-06 7.815997e+03 4.952048e+16 3.225356e+16 1.644386e+15 2.963776e+16 1.511810e+13 8.146200e+13 5.137919e+13
1.472800e+02 7.705158e+02 2.327118e-09 5.147039e-04 3.860607e-06 7.815721e+03 4.838297e+16 3.143452e+16 1.585052e+15 2.913691e+16 1.498476e+13 7.869623e+13 5.271897e+13
1.477400e+02 7.757145e+02 2.274187e-09 5.063905e-04 3.798251e-06 7.815446e+03 4.728249e+16 3.064329e+16 1.528360e+15 2.864880e+16 1.485427e+13 7.604701e+13 5.407412e+13
1.482000e+02 7.808724e+02 2.222960e-09 4.982751e-04 3.737381e-06 7.815171e+03 4.621743e+16 2.987865e+16 1.474171e+15 2.817299e+16 1.472657e+13 7.350812e+13 5.544409e+13
1.486600e+02 7.859898e+02 2.173370e-09 4.903521e-04 3.677953e-06 7.814895e+03 4.518641e+16 2.913953e+16 1.422353e+15 2.770910e+16 1.460156e+13 7.107378e+13 5.682838e+13
1.491200e+02 7.910671e+02 2.125345e-09 4.826143e-04 3.619915e-06 7.814620e+03 4.418792e+16 2.842480e+16 1.372783e+15 2.725664e+16 1.447915e+13 6.873877e+13 5.822644e+13
1.495800e+02 7.961044e+02 2.078827e-09 4.750573e-04 3.563232e-06 7.814344e+03 4.322078e+16 2.773353e+16 1.325349e+15 2.681534e+16 1.435924e+13 6.649822e+13 5.963772e+13
1.500400e+02 8.011022e+02 2.033747e-09 4.676731e-04 3.507847e-06 7.814069e+03 4.228352e+16 2.706458e+16 1.279952e+15 2.638475e+16 1.424179e+13 6.434799e+13 6.106141e+13
1.505000e+02 8.060608e+02 1.990054e-09 4.604583e-04 3.453730e-06 7.813794e+03 4.137511e+16 2.641721e+16 1.236469e+15 2.596454e+16 1.412667e+13 6.228343e+13 6.249666e+13
1.509600e+02 8.109805e+02 1.947683e-09 4.534048e-04 3.400825e-06 7.813518e+03 4.049416e+16 2.579029e+16 1.194815e+15 2.555438e+16 1.401389e+13 6.030041e+13 6.394333e+13
1.514200e+02 8.158614e+02 1.906593e-09 4.465108e-04 3.349115e-06 7.813243e+03 3.963987e+16 2.518325e+16 1.154905e+15 2.515397e+16 1.390330e+13 5.839479e+13 6.540029e+13
1.518800e+02 8.207041e+02 1.866735e-09 4.397713e-04 3.298565e-06 7.812968e+03 3.881119e+16 2.459524e+16 1.116645e+15 2.476311e+16 1.379490e+13 5.656355e+13 6.686714e+13
1.523400e+02 8.255087e+02 1.828048e-09 4.331785e-04 3.249115e-06 7.812693e+03 3.800685e+16 2.402539e+16 1.079955e+15 2.438122e+16 1.368858e+13 5.480274e+13 6.834269e+13
1.528000e+02 8.302757e+02 1.790495e-09 4.267299e-04 3.200746e-06 7.812418e+03 3.722609e+16 2.347301e+16 1.044764e+15 2.400823e+16 1.358431e+13 5.310946e+13 6.982650e+13
1.532600e+02 8.350052e+02 1.754039e-09 4.204226e-04 3.153437e-06 7.812143e+03 3.646813e+16 2.293757e+16 1.010998e+15 2.364386e+16 1.348199e+13 5.148017e+13 7.131787e+13
1.537200e+02 8.396979e+02 1.718626e-09 4.142495e-04 3.107135e-06 7.811867e+03 3.573186e+16 2.241818e+16 9.785856e+14 2.328776e+16 1.338164e+13 4.991207e+13 7.281579e+13
1.541800e+02 8.443535e+02 1.684226e-09 4.082086e-04 3.061824e-06 7.811592e+03 3.501664e+16 2.191445e+16 9.474672e+14 2.293963e+16 1.328310e+13 4.840257e+13 7.431956e+13
1.546400e+02 8.489726e+02 1.650798e-09 4.022954e-04 3.017472e-06 7.811317e+03 3.432165e+16 2.142558e+16 9.175807e+14 2.259948e+16 1.318641e+13 4.694916e+13 7.582843e+13
1.551000e+02 8.535557e+02 1.618311e-09 3.965075e-04 2.974059e-06 7.811042e+03 3.364622e+16 2.095120e+16 8.888704e+14 2.226691e+16 1.309147e+13 4.554891e+13 7.734131e+13
1.555600e+02 8.581025e+02 1.586723e-09 3.908389e-04 2.931541e-06 7.810767e+03 3.298947e+16 2.049065e+16 8.612804e+14 2.194155e+16 1.299825e+13 4.419997e+13 7.885749e+13
1.560200e+02 8.626141e+02 1.556009e-09 3.852886e-04 2.889910e-06 7.810492e+03 3.235090e+16 2.004344e+16 8.347541e+14 2.162350e+16 1.290671e+13 4.289966e+13 8.037613e+13
1.564800e+02 8.670898e+02 1.526136e-09 3.798523e-04 2.849134e-06 7.810218e+03 3.172980e+16 1.960914e+16 8.092484e+14 2.131234e+16 1.281677e+13 4.164619e+13 8.189650e+13
1.569400e+02 8.715309e+02 1.497068e-09 3.745259e-04 2.809183e-06 7.809943e+03 3.112545e+16 1.918720e+16 7.847179e+14 2.100777e+16 1.272845e+13 4.043743e+13 8.341744e+13
1.574000e+02 8.759370e+02 1.468781e-09 3.693068e-04 2.770036e-06 7.809668e+03 3.053734e+16 1.877716e+16 7.611177e+14 2.070979e+16 1.264164e+13 3.927143e+13 8.493822e+13
1.578600e+02 8.803086e+02 1.441251e-09 3.641933e-04 2.731682e-06 7.809393e+03 2.996496e+16 1.837867e+16 7.384042e+14 2.041821e+16 1.255633e+13 3.814646e+13 8.645798e+13
1.583200e+02 8.846461e+02 1.414445e-09 3.591808e-04 2.694085e-06 7.809118e+03 2.940765e+16 1.799122e+16 7.165369e+14 2.013278e+16 1.247246e+13 3.706072e+13 8.797593e+13
1.587800e+02 8.889495e+02 1.388344e-09 3.542678e-04 2.657234e-06 7.808843e+03 2.886498e+16 1.761451e+16 6.954826e+14 1.985333e+16 1.239003e+13 3.601266e+13 8.949093e+13
1.592400e+02 8.932192e+02 1.362922e-09 3.494512e-04 2.621107e-06 7.808569e+03 2.833644e+16 1.724820e+16 6.752015e+14 1.957963e+16 1.230898e+13 3.500053e+13 9.100218e+13
1.597000e+02 8.974553e+02 1.338159e-09 3.447291e-04 2.585688e-06 7.808294e+03 2.782158e+16 1.689181e+16 6.556690e+14 1.931175e+16 1.222928e+13 3.402317e+13 9.250888e+13
1.601600e+02 9.016585e+02 1.314024e-09 3.400970e-04 2.550944e-06 7.808019e+03 2.731980e+16 1.654502e+16 6.368409e+14 1.904924e+16 1.215088e+13 3.307883e+13 9.401018e+13
1.606200e+02 9.058286e+02 1.290505e-09 3.355547e-04 2.516874e-06 7.807745e+03 2.683083e+16 1.620759e+16 6.186910e+14 1.879210e+16 1.207376e+13 3.216650e+13 9.550498e+13
1.610800e+02 9.099662e+02 1.267576e-09 3.310982e-04 2.483448e-06 7.807470e+03 2.635411e+16 1.587909e+16 6.011911e+14 1.854013e+16 1.199788e+13 3.128446e+13 9.699243e+13
1.615400e+02 9.140712e+02 1.245224e-09 3.267271e-04 2.450662e-06 7.807195e+03 2.588939e+16 1.555938e+16 5.843173e+14 1.829320e+16 1.192325e+13 3.043192e+13 9.847216e+13
1.620000e+02 9.181443e+02 1.223427e-09 3.224382e-04 2.418492e-06 7.806921e+03 2.543620e+16 1.524799e+16 5.680371e+14 1.805131e+16 1.184979e+13 2.960751e+13 9.994258e+13
1.624600e+02 9.221856e+02 1.202161e-09 3.182282e-04 2.386914e-06 7.806646e+03 2.499407e+16 1.494467e+16 5.523289e+14 1.781412e+16 1.177747e+13 2.881007e+13 1.014033e+14
1.629200e+02 9.261951e+02 1.181417e-09 3.140965e-04 2.355924e-06 7.806372e+03 2.456277e+16 1.464922e+16 5.371678e+14 1.758159e+16 1.170628e+13 2.803861e+13 1.028536e+14
1.633800e+02 9.301733e+02 1.161179e-09 3.100421e-04 2.325513e-06 7.806097e+03 2.414201e+16 1.436141e+16 5.225321e+14 1.735367e+16 1.163622e+13 2.729215e+13 1.042923e+14
1.638400e+02 9.341204e+02 1.141425e-09 3.060607e-04 2.295651e-06 7.805823e+03 2.373130e+16 1.408090e+16 5.084007e+14 1.713011e+16 1.156720e+13 2.656987e+13 1.057183e+14
1.643000e+02 9.380366e+02 1.122143e-09 3.021522e-04 2.266334e-06 7.805548e+03 2.333042e+16 1.380751e+16 4.947503e+14 1.691087e+16 1.149926e+13 2.587058e+13 1.071316e+14
1.647600e+02 9.419222e+02 1.103320e-09 2.983142e-04 2.237547e-06 7.805274e+03 2.293906e+16 1.354104e+16 4.815621e+14 1.669578e+16 1.143234e+13 2.519346e+13 1.085311e+14
1.652200e+02 9.457775e+02 1.084940e-09 2.945453e-04 2.209277e-06 7.805000e+03 2.255692e+16 1.328122e+16 4.688199e+14 1.648480e+16 1.136640e+13 2.453760e+13 1.099157e+14
1.656800e+02 9.496025e+02 1.066988e-09 2.908432e-04 2.181509e-06 7.804725e+03 2.218369e+16 1.302781e+16 4.565032e+14 1.627783e+16 1.130144e+13 2.390252e+13 1.112852e+14
1.661400e+02 9.533977e+02 1.049451e-09 2.872062e-04 2.154229e-06 7.804451e+03 2.181908e+16 1.278063e+16 4.445973e+14 1.607472e+16 1.123747e+13 2.328713e+13 1.126384e+14
1.666000e+02 9.571635e+02 1.032319e-09 2.836335e-04 2.127432e-06 7.804177e+03 2.146289e+16 1.253953e+16 4.330849e+14 1.587536e+16 1.117438e+13 2.269088e+13 1.139751e+14
1.670600e+02 9.608994e+02 1.015581e-09 2.801237e-04 2.101106e-06 7.803902e+03 2.111488e+16 1.230435e+16 4.219498e+14 1.567969e+16 1.111226e+13 2.211287e+13 1.152939e+14
1.675200e+02 9.646064e+02 9.992202e-10 2.766743e-04 2.075234e-06 7.803628e+03 2.077473e+16 1.207482e+16 4.111760e+14 1.548759e+16 1.105097e+13 2.155269e+13 1.165950e+14
1.679800e+02 9.682844e+02 9.832276e-10 2.732842e-04 2.049806e-06 7.803354e+03 2.044223e+16 1.185078e+16 4.007533e+14 1.529900e+16 1.099060e+13 2.100949e+13 1.178769e+14
1.684400e+02 9.719337e+02 9.675960e-10 2.699531e-04 2.024820e-06 7.803080e+03 2.011724e+16 1.163211e+16 3.906656e+14 1.511390e+16 1.093105e+13 2.048275e+13 1.191399e+14
1.689000e+02 9.755544e+02 9.523090e-10 2.666778e-04 2.000254e-06 7.802806e+03 1.979940e+16 1.141863e+16 3.808977e+14 1.493202e+16 1.087234e+13 1.997176e+13 1.203822e+14
1.693600e+02 9.791470e+02 9.373596e-10 2.634581e-04 1.976104e-06 7.802532e+03 1.948859e+16 1.121014e+16 3.714423e+14 1.475346e+16 1.081445e+13 1.947620e+13 1.216045e+14
1.698200e+02 9.827115e+02 9.227399e-10 2.602932e-04 1.952365e-06 7.802258e+03 1.918464e+16 1.100660e+16 3.622866e+14 1.457804e+16 1.075736e+13 1.899526e+13 1.228056e+14
1.702800e+02 9.862480e+02 9.084384e-10 2.571812e-04 1.929023e-06 7.801983e+03 1.888729e+16 1.080777e+16 3.534157e+14 1.440575e+16 1.070103e+13 1.852860e+13 1.239849e+14
1.707400e+02 9.897571e+02 8.944449e-10 2.541205e-04 1.906066e-06 7.801709e+03 1.859635e+16 1.061354e+16 3.448208e+14 1.423645e+16 1.064547e+13 1.807557e+13 1.251424e+14
1.712000e+02 9.932386e+02 8.807531e-10 2.511108e-04 1.883491e-06 7.801435e+03 1.831169e+16 1.042377e+16 3.364933e+14 1.407013e+16 1.059069e+13 1.763588e+13 1.262767e+14
1.716600e+02 9.966932e+02 8.673534e-10 2.481505e-04 1.861287e-06 7.801162e+03 1.803310e+16 1.023835e+16 3.284200e+14 1.390668e+16 1.053661e+13 1.720891e+13 1.273884e+14
1.721200e+02 1.000121e+03 8.542366e-10 2.452382e-04 1.839443e-06 7.800888e+03 1.776039e+16 1.005715e+16 3.205945e+14 1.374597e+16 1.048325e+13 1.679425e+13 1.284763e+14
1.725800e+02 1.003522e+03 8.413965e-10 2.423734e-04 1.817955e-06 7.800614e+03 1.749343e+16 9.880025e+15 3.130068e+14 1.358806e+16 1.043058e+13 1.639155e+13 1.295408e+14
1.730400e+02 1.006896e+03 8.288247e-10 2.395547e-04 1.796813e-06 7.800340e+03 1.723205e+16 9.706874e+15 3.056465e+14 1.343283e+16 1.037858e+13 1.600039e+13 1.305812e+14
1.735000e+02 1.010244e+03 8.165140e-10 2.367813e-04 1.776011e-06 7.800066e+03 1.697610e+16 9.537583e+15 2.985067e+14 1.328022e+16 1.032729e+13 1.562029e+13 1.315973e+14
1.739600e+02 1.013566e+03 8.044566e-10 2.340519e-04 1.755538e-06 7.799792e+03 1.672541e+16 9.372052e+15 2.915811e+14 1.313013e+16 1.027663e+13 1.525093e+13 1.325881e+14
1.744200e+02 1.016862e+03 7.926487e-10 2.313664e-04 1.735395e-06 7.799518e+03 1.647992e+16 9.210187e+15 2.848592e+14 1.298260e+16 1.022663e+13 1.489193e+13 1.335536e+14
1.748800e+02 1.020132e+03 7.810799e-10 2.287228e-04 1.715566e-06 7.799245e+03 1.623939e+16 9.051855e+15 2.783351e+14 1.283749e+16 1.017726e+13 1.454306e+13 1.344945e+14
1.753400e+02 1.023377e+03 7.697440e-10 2.261202e-04 1.696046e-06 7.798971e+03 1.600371e+16 8.896965e+15 2.720011e+14 1.269473e+16 1.012850e+13 1.420384e+13 1.354090e+14
1.758000e+02 1.026596e+03 7.586393e-10 2.235592e-04 1.676836e-06 7.798697e+03 1.577283e+16 8.745461e+15 2.658508e+14 1.255438e+16 1.008034e+13 1.387402e+13 1.362981e+14
1.762600e+02 1.029791e+03 7.477547e-10 2.210374e-04 1.657921e-06 7.798423e+03 1.554653e+16 8.597224e+15 2.598772e+14 1.241624e+16 1.003279e+13 1.355325e+13 1.371616e+14
1.767200e+02 1.032960e+03 7.370873e-10 2.185547e-04 1.639299e-06 7.798150e+03 1.532474e+16 8.452141e+15 2.540765e+14 1.228040e+16 9.985803e+12 1.324133e+13 1.379984e+14
1.771800e+02 1.036105e+03 7.266309e-10 2.161102e-04 1.620964e-06 7.797876e+03 1.510734e+16 8.310194e+15 2.484401e+14 1.214670e+16 9.939386e+12 1.293789e+13 1.388094e+14
1.776400e+02 1.039226e+03 7.163771e-10 2.137022e-04 1.602903e-06 7.797603e+03 1.489416e+16 8.171210e+15 2.429626e+14 1.201511e+16 9.893544e+12 1.264265e+13 1.395935e+14
1.781000e+02 1.042322e+03 7.063267e-10 2.113318e-04 1.585124e-06 7.797329e+03 1.468520e+16 8.035209e+15 2.376389e+14 1.188565e+16 9.848254e+12 1.235540e+13 1.403518e+14
1.785600e+02 1.045394e+03 6.964694e-10 2.089967e-04 1.567608e-06 7.797056e+03 1.448026e+16 7.902025e+15 2.324651e+14 1.175823e+16 9.803482e+12 1.207587e+13 1.410838e+14
1.790200e+02 1.048442e+03 6.868007e-10 2.066962e-04 1.550353e-06 7.796782e+03 1.427923e+16 7.771620e+15 2.274344e+14 1.163277e+16 9.759276e+12 1.180379e+13 1.417888e+14
1.794800e+02 1.051466e+03 6.773187e-10 2.044306e-04 1.533359e-06 7.796509e+03 1.408210e+16 7.643952e+15 2.225424e+14 1.150926e+16 9.715554e+12 1.153894e+13 1.424676e+14
1.799400e+02 1.054467e+03 6.680161e-10 2.021982e-04 1.516616e-06 7.796235e+03 1.388869e+16 7.518870e+15 2.177847e+14 1.138772e+16 9.672358e+12 1.128110e+13 1.431201e+14
1.804000e+02 1.057444e+03 6.588917e-10 1.999995e-04 1.500124e-06 7.795962e+03 1.369898e+16 7.396398e+15 2.131572e+14 1.126806e+16 9.629630e+12 1.103003e+13 1.437460e+14
1.808600e+02 1.060398e+03 6.499361e-10 1.978323e-04 1.483868e-06 7.795688e+03 1.351279e+16 7.276414e+15 2.086540e+14 1.115016e+16 9.587427e+12 1.078554e+13 1.443453e+14
1.813200e+02 1.063330e+03 6.411504e-10 1.956976e-04 1.467856e-06 7.795415e+03 1.333012e+16 7.158886e+15 2.042723e+14 1.103411e+16 9.545673e+12 1.054745e+13 1.449187e+14
1.817800e+02 1.066238e+03 6.325270e-10 1.935936e-04 1.452075e-06 7.795142e+03 1.315084e+16 7.043731e+15 2.000082e+14 1.091979e+16 9.504412e+12 1.031554e+13 1.454659e+14
1.822400e+02 1.069124e+03 6.240620e-10 1.915197e-04 1.436520e-06 7.794868e+03 1.297484e+16 6.930863e+15 1.958567e+14 1.080721e+16 9.463601e+12 1.008960e+13 1.459870e+14
1.827000e+02 1.071988e+03 6.157535e-10 1.894760e-04 1.421191e-06 7.794595e+03 1.280210e+16 6.820284e+15 1.918157e+14 1.069631e+16 9.423248e+12 9.869473e+12 1.464823e+14
1.831600e+02 1.074829e+03 6.075965e-10 1.874615e-04 1.406081e-06 7.794322e+03 1.263251e+16 6.711911e+15 1.878806e+14 1.058703e+16 9.383348e+12 9.654985e+12 1.469514e+14
1.836200e+02 1.077648e+03 5.995885e-10 1.854760e-04 1.391188e-06 7.794049e+03 1.246601e+16 6.605668e+15 1.840481e+14 1.047944e+16 9.343890e+12 9.445958e+12 1.473956e+14
1.840800e+02 1.080445e+03 5.917243e-10 1.835184e-04 1.376505e-06 7.793775e+03 1.230251e+16 6.501533e+15 1.803152e+14 1.037338e+16 9.304851e+12 9.242218e+12 1.478137e+14
1.845400e+02 1.083220e+03 5.840016e-10 1.815885e-04 1.362030e-06 7.793502e+03 1.214194e+16 6.399452e+15 1.766782e+14 1.026887e+16 9.266222e+12 9.043631e+12 1.482069e+14
1.850000e+02 1.085974e+03 5.764162e-10 1.796856e-04 1.347756e-06 7.793229e+03 1.198424e+16 6.299335e+15 1.731350e+14 1.016591e+16 9.228033e+12 8.850019e+12 1.485751e+14
1.854600e+02 1.088707e+03 5.689662e-10 1.778095e-04 1.333685e-06 7.792956e+03 1.182934e+16 6.201181e+15 1.696815e+14 1.006444e+16 9.190241e+12 8.661258e+12 1.489191e+14
1.859200e+02 1.091418e+03 5.616476e-10 1.759594e-04 1.319808e-06 7.792683e+03 1.167718e+16 6.104924e+15 1.663158e+14 9.964426e+15 9.152842e+12 8.477193e+12 1.492376e+14
1.863800e+02 1.094108e+03 5.544576e-10 1.741350e-04 1.306124e-06 7.792410e+03 1.152770e+16 6.010543e+15 1.630353e+14 9.865808e+15 9.115858e+12 8.297725e+12 1.495325e+14
1.868400e+02 1.096777e+03 5.473922e-10 1.723355e-04 1.292626e-06 7.792137e+03 1.138080e+16 5.917928e+15 1.598363e+14 9.768637e+15 9.079255e+12 8.122649e+12 1.498033e+14
1.873000e+02 1.099426e+03 5.404500e-10 1.705607e-04 1.279314e-06 7.791864e+03 1.123646e+16 5.827106e+15 1.567171e+14 9.672809e+15 9.043018e+12 7.951901e+12 1.500508e+14
1.877600e+02 1.102054e+03 5.336291e-10 1.688107e-04 1.266187e-06 7.791591e+03 1.109465e+16 5.738016e+15 1.536749e+14 9.578374e+15 9.007167e+12 7.785307e+12 1.502743e+14
1.882200e+02 1.104662e+03 5.269241e-10 1.670840e-04 1.253236e-06 7.791318e+03 1.095525e+16 5.650596e+15 1.507074e+14 9.485234e+15 8.971691e+12 7.622807e+12 1.504753e+14
1.886800e+02 1.107249e+03 5.203334e-10 1.653806e-04 1.240460e-06 7.791045e+03 1.081822e+16 5.564811e+15 1.478132e+14 9.393405e+15 8.936569e+12 7.464220e+12 1.506532e+14
1.891400e+02 1.109816e+03 5.138558e-10 1.637004e-04 1.227858e-06 7.790772e+03 1.068355e+16 5.480646e+15 1.449884e+14 9.302861e+15 8.901792e+12 7.309465e+12 1.508090e+14
1.896000e+02 1.112364e+03 5.074868e-10 1.620425e-04 1.215422e-06 7.790499e+03 1.055113e+16 5.398044e+15 1.422324e+14 9.213542e+15 8.867373e+12 7.158441e+12 1.509425e+14
1.900600e+02 1.114891e+03 5.012261e-10 1.604071e-04 1.203156e-06 7.790227e+03 1.042096e+16 5.316991e+15 1.395426e+14 9.125468e+15 8.833310e+12 7.011060e+12 1.510537e+14
1.905200e+02 1.117399e+03 4.950687e-10 1.587930e-04 1.191049e-06 7.789954e+03 1.029295e+16 5.237415e+15 1.369161e+14 9.038577e+15 8.799575e+12 6.867155e+12 1.511441e+14
1.909800e+02 1.119888e+03 4.890143e-10 1.572004e-04 1.179103e-06 7.789681e+03 1.016707e+16 5.159301e+15 1.343534e+14 8.952885e+15 8.766183e+12 6.726704e+12 1.512132e+14
1.914400e+02 1.122357e+03 4.830609e-10 1.556290e-04 1.167316e-06 7.789408e+03 1.004329e+16 5.082641e+15 1.318501e+14 8.868337e+15 8.733094e+12 6.589558e+12 1.512621e+14
