# IRI ion data (2011-04-10T00:00:00 UTC, lat=40.793 lon=-77.860)
# Altitude_km ne Ti Te nO+ nO2+ nNO+ nN+
2.830000e+02 4.486270e+11 9.870273e+02 1.623554e+03 4.416177e+11 1.131139e+09 2.176922e+09 3.125952e+09
2.840000e+02 4.488250e+11 9.885211e+02 1.626104e+03 4.418283e+11 1.099479e+09 2.126579e+09 3.193407e+09
2.850000e+02 4.489165e+11 9.900148e+02 1.628654e+03 4.419304e+11 1.068784e+09 2.077473e+09 3.260777e+09
2.860000e+02 4.489188e+11 9.915084e+02 1.631204e+03 4.419415e+11 1.039018e+09 2.029552e+09 3.328146e+09
2.870000e+02 4.488530e+11 9.930021e+02 1.633754e+03 4.418828e+11 1.010128e+09 1.982689e+09 3.395385e+09
2.880000e+02 4.487216e+11 9.944959e+02 1.636304e+03 4.417572e+11 9.820822e+08 1.936854e+09 3.462466e+09
2.890000e+02 4.485257e+11 9.959895e+02 1.638854e+03 4.415655e+11 9.548625e+08 1.892047e+09 3.529421e+09
2.900000e+02 4.482661e+11 9.974832e+02 1.641404e+03 4.413087e+11 9.284390e+08 1.848239e+09 3.596204e+09
2.910000e+02 4.479440e+11 9.989769e+02 1.643954e+03 4.409881e+11 9.027834e+08 1.805398e+09 3.662754e+09
2.920000e+02 4.475601e+11 1.000471e+03 1.646504e+03 4.405994e+11 8.779305e+08 1.767202e+09 3.730586e+09
2.930000e+02 4.471158e+11 1.001964e+03 1.649054e+03 4.401493e+11 8.537981e+08 1.729581e+09 3.798102e+09
2.940000e+02 4.466117e+11 1.003458e+03 1.651604e+03 4.396386e+11 8.303611e+08 1.692674e+09 3.865320e+09
2.950000e+02 4.460490e+11 1.004952e+03 1.654154e+03 4.390685e+11 8.075946e+08 1.656463e+09 3.932174e+09
2.960000e+02 4.454288e+11 1.006445e+03 1.656704e+03 4.384402e+11 7.854791e+08 1.620937e+09 3.998633e+09
2.970000e+02 4.447522e+11 1.007939e+03 1.659254e+03 4.377550e+11 7.639897e+08 1.586077e+09 4.064643e+09
2.980000e+02 4.440201e+11 1.009433e+03 1.661805e+03 4.370134e+11 7.431148e+08 1.551895e+09 4.130254e+09
2.990000e+02 4.432339e+11 1.010927e+03 1.664354e+03 4.362172e+11 7.228303e+08 1.518363e+09 4.195377e+09
3.000000e+02 4.423945e+11 1.012420e+03 1.666904e+03 4.331813e+11 0.000000e+00 0.000000e+00 8.983923e+09
